Time,FT1,FT2,FT3,FT4,FT5,FT6
11:00:15:464748,0.032,-0.051,0.199,0.002,0.001,-0.001
11:00:15:469921,0.048,-0.079,0.321,0.002,0.001,-0.002
11:00:15:475002,0.071,-0.088,0.35,0.001,0.002,-0.002
11:00:15:480176,0.064,-0.071,0.273,0.001,0.001,-0.001
11:00:15:485331,0.033,-0.031,0.102,0.001,0.001,-0.001
11:00:15:490442,0.024,-0.011,-0.007,0.001,0,0
11:00:15:495605,0.031,-0.005,-0.098,0.001,0,0
11:00:15:500678,0.006,-0.037,0,0.001,-0.001,0
11:00:15:505742,-0.04,-0.067,0.151,0,-0.002,-0.002
11:00:15:510833,-0.087,-0.086,0.277,0,-0.003,-0.003
11:00:15:515994,-0.102,-0.071,0.243,0,-0.004,-0.002
11:00:15:521170,-0.061,-0.035,0.017,0,-0.003,0
11:00:15:526660,-0.041,-0.026,-0.06,0,-0.002,0
11:00:15:531844,-0.042,-0.033,0.078,0,0,-0.001
11:00:15:536923,-0.025,-0.034,0.334,0,0,-0.003
11:00:15:542036,0.026,-0.027,0.413,0,0.001,-0.003
11:00:15:547118,0.15,-0.022,0.326,0,0.003,-0.001
11:00:15:552289,0.226,-0.027,0.205,0,0.004,0
11:00:15:557383,0.29,-0.03,0.095,0,0.005,0
11:00:15:562556,0.312,-0.019,0.118,0,0.006,0
11:00:15:567882,0.356,0.006,0.246,0,0.008,0
11:00:15:573000,0.4,0.019,0.343,0,0.008,-0.001
11:00:15:578171,0.397,0.018,0.334,0,0.008,-0.001
11:00:15:583326,0.334,0.023,0.199,0,0.008,0
11:00:15:588472,0.287,0.036,0.063,0,0.008,0
11:00:15:593606,0.255,0.049,-0.093,0,0.007,0.001
11:00:15:598753,0.254,0.041,-0.09,0,0.006,0.001
11:00:15:603925,0.242,0.02,0.08,0,0.005,0
11:00:15:609194,0.218,0.019,0.209,0,0.004,-0.001
11:00:15:614350,0.163,0.041,0.264,0,0.004,-0.001
11:00:15:619592,0.09,0.054,0.223,0,0.003,-0.001
11:00:15:624705,0.01,0.033,0.29,0,0.003,-0.002
11:00:15:629878,-0.027,0.015,0.382,0,0.002,-0.003
11:00:15:634962,-0.042,0.018,0.415,-0.001,0,-0.003
11:00:15:640113,-0.043,0.046,0.324,-0.002,0,-0.002
11:00:15:645281,-0.055,0.086,0.188,-0.002,-0.001,-0.001
11:00:15:650517,-0.097,0.137,0.034,-0.002,-0.002,-0.001
11:00:15:655597,-0.128,0.152,0.013,-0.002,-0.002,-0.001
11:00:15:660711,-0.147,0.141,0.129,-0.003,-0.003,-0.001
11:00:15:665814,-0.17,0.135,0.265,-0.004,-0.003,-0.002
11:00:15:670888,-0.213,0.142,0.429,-0.006,-0.002,-0.003
11:00:15:676057,-0.217,0.154,0.418,-0.007,-0.003,-0.003
11:00:15:681191,-0.172,0.171,0.253,-0.006,-0.003,-0.001
11:00:15:686354,-0.133,0.177,0.182,-0.006,-0.003,-0.001
11:00:15:691518,-0.104,0.187,0.268,-0.007,-0.002,-0.001
11:00:15:696725,-0.095,0.206,0.364,-0.008,0,-0.001
11:00:15:701799,-0.059,0.255,0.356,-0.009,0.001,-0.001
11:00:15:706946,-0.021,0.285,0.255,-0.009,0.002,0
11:00:15:712140,0.018,0.304,0.111,-0.008,0.002,0
11:00:15:717282,0.018,0.306,0.028,-0.006,0.001,0
11:00:15:722497,0.007,0.313,-0.016,-0.006,0.002,0
11:00:15:727668,-0.014,0.319,-0.003,-0.006,0.002,0.001
11:00:15:732876,-0.038,0.305,0.114,-0.007,0.002,0
11:00:15:738046,-0.082,0.258,0.385,-0.007,0.002,-0.002
11:00:15:743121,-0.112,0.211,0.516,-0.006,0.001,-0.004
11:00:15:748291,-0.115,0.191,0.468,-0.006,0,-0.004
11:00:15:753500,-0.089,0.176,0.342,-0.005,0,-0.003
11:00:15:758719,-0.056,0.174,0.326,-0.005,0,-0.002
11:00:15:763885,-0.006,0.178,0.431,-0.005,0,-0.001
11:00:15:768958,-0.005,0.168,0.538,-0.004,0.001,-0.002
11:00:15:774138,-0.04,0.144,0.532,-0.003,0,-0.003
11:00:15:779281,-0.097,0.1,0.394,-0.002,0,-0.003
11:00:15:784424,-0.102,0.085,0.248,-0.002,0,-0.002
11:00:15:789504,-0.051,0.093,0.001,-0.002,0,-0.001
11:00:15:794658,-0.01,0.111,-0.142,-0.002,0,0
11:00:15:799727,0.02,0.138,-0.217,-0.002,0,0.002
11:00:15:804798,0.02,0.149,-0.118,-0.002,0.001,0.002
11:00:15:809867,0.017,0.148,0.194,-0.002,0.001,0
11:00:15:815009,0.021,0.131,0.462,-0.003,0.001,-0.002
11:00:15:820178,0.019,0.119,0.51,-0.003,0.002,-0.003
11:00:15:825315,0.007,0.116,0.394,-0.003,0.003,-0.002
11:00:15:830493,0.005,0.128,0.25,-0.003,0.003,-0.001
11:00:15:835583,0.02,0.155,0.029,-0.001,0.001,0
11:00:15:840687,0.021,0.157,-0.087,0,-0.003,0.001
11:00:15:845812,-0.01,0.136,-0.071,0,-0.005,0.001
11:00:15:850892,-0.103,0.089,0.049,0,-0.009,0
11:00:15:856038,-0.171,0.066,0.139,0,-0.01,-0.001
11:00:15:861188,-0.259,0.049,0.238,0,-0.013,-0.003
11:00:15:866347,-0.316,0.038,0.282,0,-0.014,-0.003
11:00:15:871643,-0.418,0.006,0.326,0.001,-0.017,-0.004
11:00:15:877054,-0.49,-0.021,0.345,0.001,-0.02,-0.005
